1,2026-01-08T23:07:44.498306+01:00,overfit_hunter,1,1200,2026-01-08T23:07:59.489150+01:00,2026-01-08T23:27:59.489150+01:00
2,2026-01-08T23:08:55.475565+01:00,overfit_hunter,1,600,2026-01-08T23:09:10.475216+01:00,2026-01-08T23:19:10.475216+01:00
3,2026-01-08T23:27:48.591997+01:00,robust_r2,1,600,2026-01-08T23:28:03.591564+01:00,2026-01-08T23:38:03.591564+01:00
4,2026-01-08T23:30:19.201218+01:00,robust_r2,2,600,2026-01-08T23:30:34.200732+01:00,2026-01-08T23:40:34.200732+01:00
5,2026-01-08T23:36:55.657359+01:00,robust_r2,1,600,2026-01-08T23:37:10.656919+01:00,2026-01-08T23:47:10.656919+01:00
